Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,C (all),FV,RH,RL,RM,Grvl,Pave,Grvl,Pave,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,Flat,Gable,Gambrel,Hip,Mansard,Shed,ClyTile,CompShg,Membran,Metal,Roll,Tar&Grv,WdShake,WdShngl,AsbShng,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,AsbShng,AsphShn,Brk Cmn,BrkFace,CBlock,CmentBd,HdBoard,ImStucc,MetalSd,Other,Plywood,Stone,Stucco,VinylSd,Wd Sdng,Wd Shng,BrkCmn,BrkFace,None,Stone,BrkTil,CBlock,PConc,Slab,Stone,Wood,Floor,GasA,GasW,Grav,OthW,Wall,FuseA,FuseF,FuseP,Mix,SBrkr,Gar2,Othr,Shed,TenC,SalePrice
646,20,0,10530,2,1,1,2,1,3,3,1,1,6,5,1971,1971,0,3,3,3,3,1,5,282,2,35,664,981,3,2,981,0,0,981,1,0,1,1,3,1,3,5,8,0,0,1,1979,1,2,576,3,3,3,0,312,40,0,0,0,0,0,0,3,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,143250
647,20,60,7200,1,1,1,1,1,3,3,1,1,5,5,1950,1950,0,3,3,0,0,0,0,0,0,0,0,0,4,2,1048,0,0,1048,0,0,1,0,3,1,3,7,7,0,0,1,1950,1,2,420,3,3,3,0,27,0,0,0,0,0,0,0,7,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,98300
648,20,85,10452,2,1,1,1,1,3,3,1,1,6,5,1953,1953,216,3,3,3,3,2,3,500,1,0,594,1094,5,2,1094,0,0,1094,0,0,1,0,3,1,3,5,8,2,4,5,1953,2,2,495,3,3,3,0,0,0,0,287,0,0,0,0,6,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,155000
649,60,70,7700,1,1,1,1,1,6,3,1,4,6,5,1966,1966,351,3,3,3,3,1,1,0,1,0,756,756,3,2,1051,788,0,1839,0,0,1,1,4,1,3,7,8,1,3,5,1966,1,2,442,3,3,3,0,124,216,0,0,0,0,0,0,6,2010,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,155000
650,180,21,1936,1,1,1,1,1,3,3,5,7,4,6,1970,1970,0,3,3,4,3,3,4,131,6,499,0,630,4,2,630,0,0,630,1,0,1,0,1,1,3,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12,2007,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,84500
651,60,65,8125,1,1,1,1,1,3,3,1,4,7,6,2007,2007,0,4,3,4,3,1,1,0,1,0,813,813,5,2,822,843,0,1665,0,0,2,1,3,1,4,7,8,0,0,5,2007,2,2,562,3,3,3,0,0,0,0,0,0,0,0,0,5,2008,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,205950
652,70,60,9084,1,1,1,1,1,1,3,1,4,4,5,1940,1950,0,3,3,3,3,2,1,0,1,0,755,755,3,2,755,755,0,1510,1,0,1,0,4,1,3,7,8,1,4,1,1940,1,1,296,2,1,2,120,0,0,0,0,0,0,3,0,10,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,108000
653,60,70,8750,1,1,1,1,1,3,3,1,4,7,5,1996,1996,0,4,3,4,3,1,1,0,1,0,880,880,5,2,909,807,0,1716,0,0,2,1,2,1,4,7,8,1,3,5,1996,2,2,512,3,3,3,0,120,0,0,0,0,0,0,0,7,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191000
654,50,60,10320,1,1,1,1,1,3,3,1,2,6,7,1906,1995,0,3,3,3,3,1,1,0,1,0,756,756,5,2,756,713,0,1469,0,0,1,0,3,1,3,7,8,0,0,1,1906,1,1,216,3,3,3,57,0,239,0,0,0,0,3,0,6,2008,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,135000
655,20,91,10437,2,1,1,1,1,3,3,1,1,8,6,1995,1995,660,4,4,4,3,4,6,1696,1,0,413,2109,5,2,2113,0,0,2113,1,0,2,1,2,1,4,7,8,1,3,5,1995,3,3,839,3,3,3,236,46,0,0,0,0,0,0,0,8,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,350000
656,160,21,1680,1,1,1,1,1,3,3,5,4,6,5,1971,1971,381,3,3,3,3,1,1,0,1,0,525,525,3,2,525,567,0,1092,0,0,1,1,3,1,3,6,8,0,0,1,1971,1,1,264,3,3,3,0,0,0,0,0,0,0,0,0,3,2010,1,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,88000
657,20,72,10007,2,1,1,1,1,3,3,1,1,5,7,1959,2006,54,4,3,3,3,1,5,806,1,0,247,1053,5,2,1053,0,0,1053,1,0,1,1,3,1,4,5,8,0,0,5,1959,2,1,312,3,3,3,0,0,0,0,0,0,0,3,0,8,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,145500
658,70,60,7200,1,3,1,1,2,3,3,1,4,7,6,1931,2000,0,3,2,4,3,1,1,0,1,0,776,776,3,2,851,651,0,1502,0,0,1,1,3,1,3,6,8,1,4,5,1931,2,1,270,3,3,2,0,0,112,0,0,0,0,3,0,2,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,149000
659,50,78,17503,1,1,1,1,1,1,3,1,2,6,5,1948,1950,0,3,3,3,3,1,1,0,1,0,912,912,3,2,912,546,0,1458,0,1,1,0,3,1,3,6,8,1,4,5,1948,1,1,330,3,3,3,192,0,0,0,0,0,0,0,0,1,2010,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,97500
660,20,75,9937,1,1,1,2,1,3,3,1,1,5,7,1964,1999,0,3,4,3,3,1,4,637,1,0,849,1486,5,2,1486,0,0,1486,1,0,1,0,3,1,3,7,8,0,0,1,1968,3,2,480,3,3,3,0,0,0,0,0,0,0,3,0,3,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,167000
661,60,0,12384,1,1,1,3,1,3,3,1,4,7,7,1976,1976,233,3,3,4,3,1,1,0,1,0,793,793,3,2,1142,793,0,1935,0,0,2,1,3,1,3,7,8,1,3,5,1976,2,2,550,3,3,3,0,113,252,0,0,0,0,0,0,11,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,197900
662,60,52,46589,3,1,1,3,1,3,3,1,4,8,7,1994,2005,528,4,3,4,4,1,6,1361,3,180,88,1629,5,2,1686,762,0,2448,1,0,2,1,4,1,4,8,8,1,3,5,1994,2,3,711,3,3,3,517,76,0,0,0,0,0,0,0,7,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,402000
663,20,120,13560,1,1,1,2,1,3,3,1,1,6,3,1968,1968,216,3,3,2,2,1,1,0,1,0,1392,1392,4,2,1392,0,0,1392,1,0,1,0,2,1,3,5,3,2,3,5,1968,2,2,576,3,3,3,0,0,240,0,0,0,0,0,0,7,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,110000
664,85,90,10012,1,1,1,1,1,3,3,1,7,4,5,1972,1972,0,3,3,4,3,3,4,920,3,180,38,1138,3,2,1181,0,0,1181,1,0,2,0,3,1,3,6,8,0,0,1,1974,2,2,588,3,3,3,0,0,180,0,0,0,0,3,0,4,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,137500
665,20,49,20896,3,1,1,3,1,5,3,1,1,8,5,2005,2006,0,4,3,5,3,2,6,1721,1,0,356,2077,5,2,2097,0,0,2097,1,0,1,1,1,1,5,8,8,1,5,5,2005,3,3,1134,3,3,3,192,267,0,0,0,0,0,0,0,1,2006,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,423000
666,60,106,11194,2,1,1,2,1,3,3,1,4,8,5,2000,2000,40,4,3,4,3,1,1,0,1,0,1406,1406,5,2,1454,482,0,1936,0,0,2,1,3,1,4,7,8,1,3,5,2000,2,2,504,3,3,3,188,124,0,0,0,0,0,0,0,11,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,230500
667,60,0,18450,2,1,1,1,1,3,3,1,4,6,5,1965,1979,113,3,4,4,3,1,2,187,3,723,111,1021,3,2,1465,915,0,2380,0,0,2,1,3,1,3,7,2,1,1,2,1965,1,2,596,3,3,3,0,265,0,0,0,0,0,0,0,8,2007,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,129000
668,20,65,8125,1,1,1,1,1,3,3,1,1,6,5,1994,1998,258,3,3,4,3,1,6,1138,1,0,270,1408,5,2,1679,0,0,1679,1,0,2,0,3,1,4,7,8,1,2,5,1994,2,2,575,3,3,3,224,42,0,0,0,0,0,0,0,10,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,193500
669,20,0,14175,1,2,1,2,2,3,3,1,1,5,6,1956,1987,0,3,3,3,3,1,3,988,1,0,200,1188,4,2,1437,0,0,1437,1,0,1,1,3,1,3,6,6,1,3,1,1999,1,2,576,3,3,3,304,0,0,0,0,0,0,0,0,11,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,168000
670,30,80,11600,1,1,1,1,1,3,3,1,1,4,5,1922,1950,0,3,3,2,3,1,1,0,1,0,700,700,5,2,1180,0,0,1180,0,0,1,0,2,1,2,5,8,1,4,1,1922,1,1,252,3,2,3,0,0,67,0,0,0,0,0,0,7,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,137500
671,60,64,8633,1,1,1,4,1,3,3,1,4,6,5,2005,2005,0,4,3,4,3,1,6,193,1,0,545,738,5,2,738,738,0,1476,1,0,2,1,3,1,4,7,8,0,0,5,2005,3,2,540,3,3,3,100,35,0,0,0,0,0,0,0,2,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,173500
672,70,54,6629,1,1,1,1,1,1,3,1,4,6,6,1925,1950,0,3,4,3,3,1,4,551,1,0,121,672,3,1,697,672,0,1369,1,0,2,0,3,1,3,6,8,0,0,1,1930,1,1,300,3,3,3,147,0,0,0,0,0,0,0,0,7,2009,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,103600
673,20,0,11250,2,1,1,1,1,3,3,1,1,6,6,1977,1977,0,4,3,4,3,1,5,767,1,0,441,1208,3,2,1208,0,0,1208,1,0,1,1,3,1,3,6,8,1,3,5,1977,2,2,546,3,3,3,198,42,0,0,0,0,0,0,0,6,2006,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,165000
674,20,110,14442,1,1,1,1,1,3,3,1,1,6,7,1957,2004,106,3,3,3,3,1,6,1186,1,0,291,1477,5,2,1839,0,0,1839,1,0,2,0,3,1,4,7,8,2,3,5,1957,3,2,416,3,3,3,0,87,0,0,200,0,0,0,0,6,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,257500
675,20,80,9200,1,1,1,1,1,3,3,1,1,6,6,1965,1965,0,3,3,3,3,1,3,892,1,0,244,1136,3,2,1136,0,0,1136,1,0,1,0,3,1,3,5,8,1,4,5,1965,2,1,384,3,3,3,426,0,0,0,0,0,0,0,0,7,2008,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,140000
676,160,24,2289,1,1,1,1,1,3,3,5,4,6,6,1978,1978,0,3,3,3,3,1,5,311,1,0,544,855,3,2,855,586,0,1441,0,0,2,1,3,1,3,7,8,1,3,5,1978,1,2,440,3,3,3,28,0,0,0,0,0,0,0,0,4,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,148500
677,70,60,9600,1,1,1,1,1,3,3,1,4,4,2,1900,1950,0,3,3,3,2,1,1,0,1,0,1095,1095,2,1,1095,679,0,1774,1,0,2,0,4,2,3,8,6,0,0,6,1920,1,3,779,2,2,1,0,0,90,0,0,0,0,0,0,5,2006,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,87000
678,30,52,9022,1,1,1,1,1,3,3,1,1,5,8,1924,2006,0,4,3,3,3,1,1,0,1,0,768,768,5,2,792,0,0,792,0,0,1,0,2,1,4,5,8,0,0,1,1924,1,1,240,2,2,1,316,0,120,0,0,0,0,0,0,5,2009,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,109500
679,20,80,11844,2,1,1,1,1,3,3,1,1,8,5,2008,2008,464,4,3,5,3,2,1,0,1,0,2046,2046,5,2,2046,0,0,2046,0,0,2,1,3,1,4,7,8,1,4,5,2008,3,3,834,3,3,3,322,82,0,0,0,0,0,0,0,7,2009,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,372500
680,20,0,9945,2,1,1,1,1,3,3,1,1,5,5,1961,1961,57,3,3,3,3,1,3,827,1,0,161,988,3,2,988,0,0,988,1,0,1,0,3,1,3,5,8,0,0,1,1963,1,2,572,3,3,3,0,0,0,0,0,0,0,0,0,10,2007,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128500
681,120,50,8012,1,1,1,1,1,3,3,4,1,6,5,1980,1980,0,3,3,4,3,1,4,543,4,119,261,923,3,2,923,0,0,923,0,0,2,0,2,1,3,5,8,1,3,5,1980,2,1,264,3,3,3,80,0,0,0,0,0,0,0,0,5,2010,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,143000
