,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,NoRidge,NridgHt,VinylSd,VinylSd.1,Stone.2,PConc
400,8,1996,1996,0,4,4,1,6,786,1260,5,1288,0,1288,1,5,4,2,4,5,3,2,500,120,30,0,0,0,0,0,1
401,7,2005,2005,0,4,4,3,6,24,1310,5,1310,0,1310,2,4,6,1,4,5,3,2,400,0,0,0,0,1,1,0,1
402,5,1940,1997,0,3,3,1,1,0,672,5,672,0,672,1,3,4,0,0,1,1,1,240,168,0,0,0,0,0,0,1
403,8,1998,1998,650,4,4,1,1,0,1141,4,1165,1098,2263,2,4,10,1,3,3,3,2,420,144,123,1,0,1,1,0,1
404,6,1995,1996,0,3,4,1,1,0,806,4,806,766,1572,2,3,7,1,3,3,3,2,373,0,40,0,0,0,0,0,1
405,4,1976,1993,0,3,3,1,4,1116,1281,5,1620,0,1620,2,3,8,1,3,5,1,2,490,120,78,0,0,0,0,0,0
406,6,1936,1950,0,3,3,1,1,0,1064,5,1166,0,1639,1,3,6,0,0,1,1,1,240,0,0,0,0,0,0,0,0
407,6,1915,1976,0,3,4,1,1,0,840,5,840,840,1680,2,3,8,0,0,5,1,1,308,0,0,0,0,0,0,0,0
408,7,2006,2006,350,4,5,1,1,0,1063,5,1071,1101,2172,2,4,9,1,4,5,2,3,947,192,62,0,1,1,1,0,1
409,8,2007,2008,100,4,5,1,6,789,1034,5,1050,1028,2078,2,5,8,1,4,5,3,3,836,0,102,0,0,1,1,1,1
410,5,1958,1958,0,3,3,1,1,0,1276,3,1276,0,1276,1,3,5,0,0,5,1,1,350,0,0,0,0,0,0,0,0
411,5,1955,1955,0,3,3,2,3,1056,1056,3,1056,0,1056,1,3,5,0,0,5,3,2,572,264,0,0,0,0,0,0,0
412,7,2009,2009,432,5,5,3,6,578,1470,5,1478,0,1478,2,4,7,1,4,5,3,2,484,0,144,0,0,0,0,1,1
413,5,1927,1950,0,3,3,1,1,0,1008,4,1028,0,1028,1,3,5,1,4,1,1,2,360,0,0,0,0,0,0,0,0
414,7,1993,1993,0,4,4,1,4,50,1080,5,1080,1017,2097,2,4,9,1,3,5,1,3,678,196,187,0,0,1,1,0,1
415,7,2007,2007,0,4,4,3,6,24,1340,5,1340,0,1340,2,4,6,0,0,5,3,2,396,100,30,0,0,1,1,0,1
416,6,1978,1978,203,3,3,1,5,209,672,3,672,728,1400,1,3,6,1,3,5,3,2,440,0,0,0,0,0,0,0,0
417,6,1918,1950,0,3,4,1,4,1128,1370,3,1370,1254,2624,2,3,10,1,4,1,1,3,864,0,0,0,0,0,0,0,0
418,5,1940,1950,0,3,3,1,5,312,756,2,756,378,1134,1,3,7,0,0,1,1,1,240,0,0,0,0,0,0,0,0
419,5,1968,1968,0,3,3,1,4,775,1056,5,1056,0,1056,1,3,6,1,2,5,1,1,304,0,85,0,0,1,1,0,0
420,7,1997,1998,200,3,4,4,6,1309,1344,5,1344,0,1344,2,3,8,0,0,5,3,4,784,0,0,0,0,1,1,0,1
421,6,1977,2000,126,4,4,1,5,1246,1602,4,1602,0,1602,2,4,8,1,3,5,3,2,529,240,0,0,0,0,0,1,0
422,5,1954,1954,0,3,3,1,1,0,988,5,988,0,988,1,3,4,0,0,5,2,2,520,0,0,0,0,0,0,0,0
423,8,1998,1998,473,4,4,1,6,986,1470,4,1470,1160,2630,2,4,8,1,3,5,3,3,696,0,66,1,0,1,1,0,1
424,6,1956,1956,74,3,4,1,2,616,1196,4,1196,0,1196,1,3,6,1,4,5,2,1,297,0,44,0,0,0,0,0,0
425,7,1946,1992,0,3,3,1,1,0,651,4,707,682,1389,1,3,6,2,4,1,1,1,240,0,0,0,0,0,0,0,0
426,7,1989,1989,145,4,4,4,6,1518,1518,4,1644,0,1644,2,4,5,1,3,5,3,2,569,80,0,0,0,0,0,0,1
427,4,1957,1957,0,3,3,1,3,288,907,5,907,0,907,1,3,5,0,0,1,1,1,352,0,0,0,0,0,0,0,0
428,7,2007,2007,108,4,4,1,6,664,1208,5,1208,0,1208,2,4,6,0,0,5,2,2,628,105,54,0,0,1,1,0,1
429,6,1988,1988,0,3,4,2,6,1005,1392,3,1412,0,1412,2,4,6,1,3,5,1,2,576,0,0,0,0,0,0,0,0
430,6,1971,1971,232,3,3,1,5,387,483,3,483,504,987,1,3,4,0,0,1,1,1,264,0,0,0,0,0,0,0,0
431,6,1920,1998,0,3,3,1,1,0,901,4,1088,110,1198,1,3,7,0,0,0,0,0,0,0,98,0,0,0,0,0,0
432,5,1971,1971,376,3,3,1,5,471,765,5,765,600,1365,1,3,6,0,0,1,1,2,440,240,36,0,0,0,0,0,0
433,6,1997,1998,0,3,4,1,1,0,926,5,926,678,1604,2,3,7,1,3,5,3,2,470,0,36,0,0,1,1,0,1
434,4,1972,1972,0,3,4,3,5,495,630,4,630,0,630,1,3,3,0,0,0,0,0,0,88,0,0,0,0,0,0,0
435,7,1996,1996,0,4,4,3,6,385,799,5,827,834,1661,2,4,6,1,3,5,2,2,550,158,61,0,0,1,1,0,1
436,6,1920,1950,0,3,2,1,1,0,648,3,734,384,1118,1,3,6,0,0,1,1,2,440,0,0,0,0,0,0,0,0
437,6,1926,2004,0,4,3,1,1,0,884,4,904,0,904,1,3,4,0,0,1,1,1,180,0,0,0,0,0,0,0,1
438,5,1913,2002,0,3,3,1,2,365,440,3,694,0,694,1,4,4,1,4,1,1,1,352,0,0,0,0,0,0,0,1
439,6,1920,2000,0,3,3,2,1,0,684,4,684,512,1196,1,4,7,0,0,1,1,2,528,0,46,0,0,0,0,0,0
440,10,2008,2008,200,5,5,4,6,1767,3094,5,2402,0,2402,2,5,10,2,4,5,3,3,672,0,72,0,1,1,1,1,1
441,4,1955,1955,270,3,3,1,5,133,1440,3,1440,0,1440,2,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
442,5,1930,1992,0,3,3,1,1,0,1078,3,1128,445,1573,2,3,8,1,4,1,1,2,360,0,0,0,0,0,0,0,1
443,7,2006,2007,72,4,5,3,1,0,1258,5,1258,0,1258,2,4,6,1,4,5,3,3,648,144,16,0,0,0,0,0,1
444,7,1994,1995,0,4,4,1,6,642,915,5,933,975,1908,2,4,8,1,3,5,1,2,493,144,133,0,0,1,1,0,1
445,6,1956,1956,0,3,3,1,1,0,1436,2,1689,0,1689,1,3,7,1,4,5,1,2,480,0,0,0,0,0,0,0,0
446,6,1966,2002,0,4,3,1,5,247,1517,5,1888,0,1888,2,4,6,1,4,5,3,2,578,0,0,0,0,0,0,0,0
447,7,1998,1999,0,4,4,1,1,0,930,4,956,930,1886,2,4,10,1,3,5,3,2,431,89,0,0,0,1,1,0,1
448,6,1937,1950,0,3,3,1,1,0,780,3,780,596,1376,2,3,7,1,4,1,1,1,198,0,0,0,0,0,0,0,0
449,3,1948,2002,0,3,3,1,5,331,649,5,679,504,1183,1,3,6,0,0,1,1,1,308,0,176,0,0,0,0,0,0
450,6,1930,2005,0,3,3,1,1,0,813,5,813,0,813,1,4,5,0,0,1,1,1,270,0,113,0,0,0,0,0,0
451,7,1975,1975,0,3,4,4,5,655,1533,3,1533,0,1533,2,4,5,2,3,5,1,2,576,200,54,0,0,0,0,0,0
452,6,1996,1997,42,4,5,1,5,742,872,5,888,868,1756,2,3,7,0,0,5,3,2,422,144,122,0,0,1,1,0,1
453,8,2008,2008,0,4,4,1,1,0,768,5,786,804,1590,2,4,6,0,0,5,2,2,676,0,30,0,0,1,1,0,1
454,5,1976,1976,0,3,3,1,5,1606,1728,3,1728,0,1728,2,3,8,0,0,1,1,2,560,0,0,0,0,0,0,0,0
455,7,1973,1973,320,3,3,1,5,916,1242,2,1242,0,1242,1,3,6,1,3,5,1,2,528,0,0,0,0,0,0,0,0
456,5,1916,1950,0,3,3,1,1,0,624,2,624,720,1344,1,3,7,0,0,1,1,3,513,0,0,0,0,0,0,0,0
457,4,1954,1994,0,3,4,4,4,1116,1364,5,1663,0,1663,1,4,6,2,4,5,3,2,529,224,137,0,0,0,0,0,0
458,8,1925,1996,0,3,3,1,1,0,588,2,833,833,1666,1,4,7,1,4,1,1,1,228,192,63,0,0,0,0,0,1
459,5,1950,1950,161,3,3,1,2,185,709,3,979,224,1203,1,4,5,1,3,1,1,1,352,0,0,0,0,0,0,0,0
460,8,2009,2009,110,4,4,1,6,544,832,5,832,1103,1935,2,3,8,0,0,3,3,2,552,0,150,0,0,1,1,1,1
461,7,1936,2007,0,4,4,1,5,350,560,5,575,560,1135,1,4,6,0,0,1,2,2,576,256,0,0,0,0,0,0,1
462,5,1965,1965,0,3,3,1,3,553,864,4,864,0,864,1,3,5,1,1,1,1,1,360,0,0,0,0,0,0,0,0
463,6,1934,1995,0,3,3,1,2,326,715,2,849,811,1660,1,3,6,1,4,1,1,1,240,0,0,0,0,0,0,0,0
464,5,1978,1978,136,3,4,1,3,616,1040,3,1040,0,1040,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,7,2004,2004,18,4,4,1,1,0,1375,5,1414,0,1414,2,4,6,1,3,5,3,2,398,144,20,0,0,1,1,0,1
466,7,1970,1970,0,3,3,4,6,778,1277,3,1277,0,1277,1,3,5,1,1,5,1,2,526,0,0,0,0,0,0,0,0
467,5,1942,1995,224,3,3,1,2,386,728,5,888,756,1644,1,4,7,2,4,5,1,1,312,168,0,0,0,0,0,1,0
468,8,2006,2006,248,4,4,1,1,0,1626,5,1634,0,1634,2,4,7,1,4,5,2,3,866,0,44,0,1,1,1,1,1
469,6,1993,1993,120,4,4,1,6,426,832,5,832,878,1710,2,4,7,0,0,5,2,2,506,144,70,0,0,0,0,0,1
470,8,1985,1985,0,4,4,3,6,368,1488,3,1502,0,1502,1,4,4,0,0,5,2,2,528,0,54,0,0,0,0,0,1
471,7,1977,1977,0,3,4,1,1,0,808,3,1161,808,1969,2,3,8,1,4,5,2,2,534,0,0,0,0,0,0,0,0
472,6,2005,2005,80,3,4,4,6,459,547,5,1072,0,1072,1,3,5,0,0,4,2,2,525,0,28,0,0,1,1,0,1
473,8,2006,2007,304,4,5,4,6,1350,1976,5,1976,0,1976,2,4,7,1,5,5,2,3,908,250,63,0,1,1,1,0,1
474,8,2000,2000,0,4,4,3,6,1196,1494,5,1652,0,1652,2,5,6,0,0,5,2,2,499,96,48,0,0,0,0,0,1
475,5,1963,1963,0,3,3,1,6,630,970,3,970,0,970,1,3,5,0,0,1,1,2,624,0,24,0,0,0,0,0,0
476,6,1997,1998,215,3,4,4,6,994,1478,5,1493,0,1493,2,4,7,1,3,5,3,2,508,140,39,0,0,1,1,0,1
477,9,2006,2006,772,5,4,3,1,0,2153,5,2069,574,2643,2,5,9,1,4,3,3,3,694,414,84,0,1,1,1,0,1
478,8,2007,2008,336,4,5,4,6,1288,1705,5,1718,0,1718,2,4,7,1,4,5,2,3,826,208,44,0,0,1,1,1,1
479,4,1937,2000,435,3,2,1,3,168,907,3,1131,0,1131,1,3,7,0,0,1,1,2,672,0,72,0,0,0,0,0,0
480,9,2004,2005,378,4,5,4,6,1261,1833,5,1850,0,1850,2,4,8,1,4,5,3,3,772,519,112,0,1,1,1,0,1
481,9,2003,2004,562,4,5,4,6,1567,1792,5,1792,0,1792,2,5,6,1,4,5,3,3,874,206,49,0,1,1,1,0,1
482,7,1915,2005,0,4,3,1,5,299,910,5,916,910,1826,1,5,7,1,4,5,1,1,164,0,0,0,0,0,0,0,1
483,6,1998,1998,116,3,5,1,6,897,1216,5,1216,0,1216,2,3,5,0,0,5,1,2,402,0,125,0,0,1,1,0,1
484,5,1962,2001,0,3,3,1,5,588,999,4,999,0,999,1,4,6,0,0,1,1,1,264,0,132,0,0,0,0,0,0
485,5,1950,2007,0,4,3,1,5,607,1113,4,1113,0,1113,1,4,5,1,4,5,1,1,264,0,80,0,0,0,0,0,0
486,5,1965,1965,168,3,3,1,5,836,1073,3,1073,0,1073,1,3,6,0,0,5,2,2,515,0,0,0,0,0,0,0,0
487,5,1971,1971,0,3,4,3,5,998,1484,4,1484,0,1484,2,3,7,1,3,5,1,2,487,224,0,0,0,0,0,0,0
488,5,1900,1970,0,3,3,1,4,664,954,3,1766,648,2414,2,3,10,1,4,5,1,2,520,142,0,0,0,0,0,0,0
489,4,1970,2002,0,3,4,3,6,515,630,3,630,0,630,1,4,3,0,0,5,1,1,286,0,0,0,0,0,0,0,0
490,5,1976,1976,0,3,4,2,1,0,264,3,616,688,1304,1,3,4,1,4,3,3,1,336,141,24,0,0,0,0,0,1
491,6,1941,1950,0,3,3,1,4,403,806,3,958,620,1578,1,2,5,2,3,5,1,1,240,0,0,0,0,0,0,0,0
492,6,2006,2006,0,4,4,1,1,0,728,4,728,728,1456,2,3,8,0,0,5,2,2,429,0,0,0,0,1,1,0,1
493,5,1960,1960,0,3,3,1,4,374,1269,3,1269,0,1269,1,3,6,1,2,1,1,1,308,0,0,0,0,0,0,0,0
494,5,1938,1996,0,3,2,1,1,0,190,4,886,0,886,1,3,4,0,0,5,1,1,273,144,20,0,0,0,0,0,0
495,4,1920,1950,0,3,3,1,3,495,720,3,720,0,720,1,3,4,0,0,0,0,0,0,0,523,0,0,0,0,0,0
496,8,1992,1993,0,4,4,1,6,1231,3200,5,3228,0,3228,3,4,10,1,4,5,2,2,546,264,75,1,0,0,0,0,1
497,7,1925,1950,0,3,3,1,3,329,1026,5,1133,687,1820,2,3,8,0,0,1,1,1,240,0,100,0,0,0,0,0,1
498,5,1967,2004,89,3,3,1,5,450,864,5,899,0,899,1,4,5,0,0,5,3,1,288,64,0,0,0,0,0,0,1
499,5,1958,1985,0,3,3,1,4,111,912,2,912,0,912,1,3,5,0,0,5,3,1,297,12,285,0,0,0,0,0,0
500,6,1973,1973,285,3,3,1,4,356,672,3,672,546,1218,1,3,7,0,0,1,1,1,264,144,28,0,0,0,0,0,0
501,7,2005,2005,0,4,4,1,6,400,866,4,866,902,1768,2,4,7,0,0,5,2,2,603,0,108,0,0,1,1,0,1
502,5,1965,1965,0,3,3,1,5,698,1214,5,1214,0,1214,1,3,6,0,0,1,1,2,461,0,0,0,0,0,0,0,0
503,7,1959,1997,0,3,3,1,5,1247,1501,3,1801,0,1801,2,3,6,2,3,5,3,2,484,0,54,0,0,0,0,0,0
504,6,1974,1974,0,3,3,1,5,257,855,3,855,467,1322,2,3,6,1,2,5,1,2,440,260,0,0,0,0,0,0,0
505,5,1952,1952,360,3,3,1,1,0,960,4,960,1000,1960,2,3,10,0,0,1,1,2,400,0,0,0,0,0,0,0,0
506,8,1993,1994,125,4,4,1,6,380,777,5,1065,846,1911,2,4,8,1,3,5,2,2,471,182,81,0,0,1,1,0,1
507,6,2009,2009,0,4,4,1,6,27,1218,5,1218,0,1218,2,4,4,0,0,5,3,2,676,0,102,0,0,1,1,0,1
508,7,1928,2005,0,3,3,1,3,141,689,5,689,689,1378,2,4,7,1,4,1,1,2,360,0,0,0,0,0,0,0,0
509,5,1959,1959,132,3,3,1,5,991,1041,5,1041,0,1041,1,3,6,0,0,5,2,1,270,224,88,0,0,0,0,0,0
510,5,1951,2000,70,4,3,1,4,650,1008,5,1363,0,1363,1,3,6,2,3,2,1,1,288,324,42,0,0,0,0,0,0
511,7,2005,2006,94,4,4,1,1,0,1368,5,1368,0,1368,2,4,6,1,4,5,2,2,474,132,35,0,1,1,1,1,1
512,5,1958,1958,0,3,3,1,4,521,864,3,864,0,864,1,3,5,0,0,1,1,2,624,0,0,0,0,1,1,0,0
513,6,1983,1983,0,3,3,1,5,336,1084,3,1080,0,1080,1,3,5,0,0,5,1,2,484,120,0,0,0,1,1,0,1
514,5,1926,1950,0,3,3,1,1,0,768,2,789,0,789,1,3,5,0,0,1,1,1,200,0,0,0,0,0,0,0,0
515,10,2009,2009,305,5,5,1,6,1436,2006,5,2020,0,2020,2,5,9,1,4,5,3,3,900,156,54,0,1,0,0,0,0
516,6,1972,1972,333,3,3,1,1,0,689,3,1378,741,2119,2,3,7,1,3,5,2,2,583,0,104,0,0,0,0,0,0
517,7,1996,1997,921,4,4,1,1,0,1264,5,1277,1067,2344,2,4,7,1,3,5,2,3,889,220,0,1,0,1,1,0,1
518,6,1998,1998,0,3,4,2,6,706,794,5,882,914,1796,2,3,7,0,0,5,2,2,546,0,36,0,0,1,1,0,1
519,7,1926,2004,0,4,4,1,1,0,1276,5,1276,804,2080,1,4,9,2,4,1,1,1,282,0,0,0,0,0,0,0,0
520,4,1900,2000,0,3,0,0,0,0,0,3,694,600,1294,2,3,7,0,0,0,0,0,0,220,114,0,0,0,0,0,0
521,6,1957,1957,0,3,3,1,3,777,1244,5,1244,0,1244,1,3,6,2,4,5,1,1,336,0,40,0,0,1,1,0,0
522,6,1947,1950,0,3,3,1,5,399,1004,5,1004,660,1664,2,3,7,2,4,1,1,2,420,0,24,0,0,0,0,0,0
523,10,2007,2008,762,5,5,4,6,2260,3138,5,3138,1538,4676,3,5,11,1,4,3,3,3,884,208,406,0,0,0,0,1,1
524,7,1996,1997,594,4,4,1,6,719,1379,5,1383,1015,2398,2,4,8,1,3,5,3,3,834,239,60,1,0,1,1,0,1
525,7,2005,2005,0,4,4,1,1,0,1257,5,1266,0,1266,2,4,6,1,3,5,1,2,453,38,144,0,0,1,1,0,1
526,5,1956,2000,0,3,4,1,3,377,928,3,928,0,928,1,3,4,0,0,5,1,1,252,261,0,0,0,0,0,0,0
527,9,2008,2008,268,5,5,3,6,1330,1452,5,1476,1237,2713,2,5,11,1,4,5,3,3,858,126,66,0,1,1,1,1,1
528,4,1920,2002,0,3,3,2,5,348,528,5,605,0,605,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,6,1957,1975,0,4,3,1,3,1219,2035,3,2515,0,2515,3,3,9,2,3,5,2,2,484,0,0,0,0,0,0,0,1
530,6,1988,1989,219,4,4,3,6,783,1461,5,1509,0,1509,2,4,5,1,2,5,2,2,600,224,0,0,0,0,0,0,0
531,6,1920,1999,0,3,2,2,1,0,611,5,751,611,1362,2,3,6,0,0,1,3,2,502,0,0,0,0,0,0,0,0
532,5,1955,2007,0,3,0,0,0,0,0,5,827,0,827,1,3,5,1,1,1,1,1,392,0,0,0,0,1,1,0,0
533,1,1946,1950,0,2,0,0,0,0,0,2,334,0,334,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
534,8,2004,2004,0,4,5,3,1,0,707,5,707,707,1414,2,4,6,1,4,5,3,2,403,100,35,0,0,1,1,0,1
535,5,1910,1991,0,3,4,4,6,969,1117,3,820,527,1347,1,3,5,0,0,0,0,0,0,85,0,0,0,0,0,0,0
536,7,1998,1999,0,3,4,3,1,0,880,5,880,844,1724,2,4,8,0,0,5,3,2,527,120,155,0,0,1,1,0,1
537,4,1972,1972,0,3,3,1,4,600,864,3,864,0,864,1,3,5,0,0,1,1,2,576,216,0,0,0,0,0,0,0
538,5,1968,1968,188,3,3,1,4,673,1051,3,1159,0,1159,1,3,7,1,2,5,1,1,336,466,0,0,0,0,0,0,0
539,8,2001,2002,479,4,4,3,6,1358,1581,5,1601,0,1601,2,4,6,1,3,5,2,2,670,180,0,0,0,1,1,0,1
540,9,2006,2006,584,5,5,3,6,1260,1838,5,1838,0,1838,2,5,8,1,4,5,3,3,765,270,68,0,0,1,1,0,1
541,8,2000,2000,72,4,4,1,1,0,969,5,997,1288,2285,2,4,8,1,3,3,3,3,648,0,56,1,0,1,1,0,1
542,7,1998,1999,0,4,5,1,2,144,1650,5,1680,0,1680,2,4,7,1,3,5,3,2,583,78,73,0,0,1,1,0,1
543,7,1998,1998,182,3,4,3,6,584,723,5,767,0,767,1,3,4,0,0,5,3,1,367,120,40,0,0,0,0,0,1
544,7,2006,2006,0,4,4,3,6,554,654,5,664,832,1496,2,4,7,1,4,5,2,2,426,100,24,0,0,1,1,0,1
545,7,1988,1988,178,4,4,1,6,1002,1204,4,1377,806,2183,2,4,9,0,0,5,1,3,786,0,0,0,0,0,0,0,1
546,6,1923,1950,0,3,4,1,3,300,1065,5,915,720,1635,1,3,6,1,4,1,1,2,440,0,38,0,0,0,0,0,0
547,5,1970,1970,0,3,4,3,5,619,768,5,768,0,768,1,3,5,0,0,1,1,2,624,104,0,0,0,1,1,0,0
548,5,1955,1995,0,3,3,1,2,180,825,3,825,0,825,1,3,4,0,0,1,2,2,720,140,50,0,0,0,0,0,0
549,7,2003,2004,0,4,4,1,1,0,912,5,912,1182,2094,2,4,8,1,4,3,3,2,615,182,182,0,0,1,1,0,1
550,6,1977,1977,0,3,4,1,5,559,1069,3,1069,0,1069,2,3,4,0,0,5,2,2,440,0,55,0,0,0,0,0,0
551,5,1957,1957,0,3,3,1,3,308,928,4,928,0,928,1,3,5,0,0,5,3,1,288,0,0,0,0,0,0,0,0
552,8,2006,2006,250,4,5,3,1,0,1709,5,1717,0,1717,2,4,7,1,4,5,2,3,908,169,39,0,1,1,1,1,1
553,4,1949,2003,0,3,0,0,0,0,0,5,1126,0,1126,2,4,5,0,0,1,3,2,520,0,96,0,0,1,1,0,0
554,7,2003,2004,292,4,4,1,6,866,998,5,1006,1040,2046,2,4,8,1,4,3,2,3,871,320,62,0,1,1,1,0,1
555,5,1922,1950,0,3,3,1,1,0,993,3,1048,0,1048,1,3,5,1,4,1,1,1,280,0,0,0,0,0,0,0,0
556,5,1957,1957,0,3,3,1,3,895,1092,3,1092,0,1092,1,3,6,1,3,5,3,1,299,268,0,0,0,0,0,0,0
557,4,1920,1950,0,3,3,1,3,637,637,4,897,439,1336,1,3,7,0,0,2,1,1,570,0,47,0,0,0,0,0,0
558,7,1996,1997,0,3,4,4,6,604,729,5,729,717,1446,2,3,6,1,3,5,1,2,406,264,22,0,0,0,0,0,1
559,7,2003,2004,18,4,4,4,1,0,1374,5,1557,0,1557,2,4,7,1,3,5,3,2,420,143,20,0,0,1,1,0,1
560,5,1957,1996,180,3,4,1,5,1302,1392,3,1392,0,1392,1,3,5,1,4,1,1,2,528,0,0,0,0,0,0,0,0
561,5,1974,1975,0,3,4,3,5,1071,1389,4,1389,0,1389,1,3,6,1,3,5,2,2,418,240,38,0,0,0,0,0,0
562,5,1940,1969,0,3,3,1,4,290,996,5,996,0,996,1,3,6,1,4,0,0,0,0,144,0,0,0,0,0,0,0
563,6,1918,1950,0,3,4,2,1,0,1163,5,1163,511,1674,2,3,8,1,4,1,3,2,396,72,36,0,0,0,0,0,0
564,7,1992,2000,0,4,4,1,6,728,1095,5,1166,1129,2295,2,4,9,1,3,5,2,2,590,0,40,1,0,0,0,0,1
565,6,1915,1950,0,3,4,1,1,0,806,3,841,806,1647,1,2,6,0,0,1,1,1,216,0,66,0,0,0,0,0,1
566,9,2005,2007,245,4,4,1,1,0,1122,5,1134,1370,2504,2,5,11,1,4,3,3,3,656,144,39,0,0,1,1,0,1
567,7,2004,2004,168,4,4,1,6,2,1517,5,1535,0,1535,2,4,7,0,0,5,2,2,532,0,0,0,1,1,1,0,1
568,8,1983,2009,0,4,4,4,6,1441,1496,5,1496,636,2132,1,4,5,1,4,3,3,2,612,349,40,0,0,0,0,0,0
569,5,1979,1979,0,3,4,4,6,943,943,3,943,0,943,1,3,4,2,3,1,1,2,600,42,0,0,0,0,0,0,0
570,5,1965,1965,108,3,3,1,2,231,1728,3,1728,0,1728,2,3,10,0,0,1,1,2,576,0,0,0,0,0,0,0,0
571,6,1959,1959,207,3,3,1,4,414,864,5,864,0,864,1,4,4,0,0,5,1,1,288,168,0,0,0,0,0,0,0
572,7,2009,2009,0,3,5,3,1,0,846,4,846,846,1692,2,4,6,0,0,5,2,2,650,208,114,0,0,1,1,0,1
573,7,2000,2000,0,3,4,1,1,0,384,5,774,656,1430,2,3,8,1,3,3,2,2,400,100,0,0,0,1,1,0,1
574,5,1971,2005,82,3,3,3,5,349,372,3,576,533,1109,1,3,5,0,0,3,1,1,288,35,0,0,0,0,0,0,0
575,5,1947,1950,0,3,3,1,3,442,832,3,832,384,1216,1,3,6,0,0,1,1,1,336,158,0,0,0,0,0,0,0
576,7,1928,1950,0,3,3,1,1,0,861,4,877,600,1477,2,3,6,1,4,1,1,1,216,0,50,0,0,0,0,0,0
577,5,1966,1966,97,3,3,3,2,328,1164,5,1320,0,1320,1,3,6,2,2,5,2,2,564,160,68,0,0,1,1,0,0
578,7,2007,2007,0,4,4,1,1,0,689,5,703,689,1392,2,4,5,0,0,1,1,2,540,0,102,0,0,1,1,0,1
579,5,1954,1954,335,3,3,1,1,0,1050,5,1050,745,1795,2,3,7,0,0,5,1,1,352,0,0,0,0,0,0,0,0
580,6,1960,1987,85,3,3,1,4,594,1144,5,1429,0,1429,1,4,7,2,4,5,1,2,572,216,110,0,0,0,0,0,0
581,8,2008,2009,306,5,5,1,1,0,2042,5,2042,0,2042,2,5,8,1,4,5,2,3,1390,0,90,0,1,1,1,0,1
582,6,1990,1990,104,3,4,3,6,816,816,3,816,0,816,1,3,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0
583,10,1893,2000,0,5,3,1,1,0,1237,4,1521,1254,2775,3,4,9,1,4,1,1,2,880,105,502,0,0,0,0,0,0
584,4,1935,1995,0,3,3,1,1,0,884,5,989,584,1573,1,4,6,0,0,1,1,1,240,0,0,0,0,0,0,0,0
585,8,2005,2006,208,4,5,4,6,1460,1868,5,2028,0,2028,2,4,7,2,4,5,2,3,880,326,66,0,0,1,1,0,1
586,6,1918,2000,0,3,3,2,3,210,816,5,838,0,838,1,2,5,0,0,1,3,1,275,0,0,0,0,0,0,0,0
587,5,1982,1982,0,3,3,3,5,672,840,3,860,0,860,1,3,4,0,0,1,1,2,528,0,0,0,0,0,0,0,0
588,5,1968,2003,0,3,3,4,6,1324,1437,5,1473,0,1473,1,5,5,2,4,5,1,1,452,0,48,0,0,0,0,0,0
589,5,1930,1960,0,3,3,1,1,0,742,3,779,0,935,1,3,4,0,0,1,1,1,308,0,0,0,0,1,1,0,0
590,7,2004,2004,0,4,4,1,6,490,770,5,770,812,1582,2,4,6,0,0,5,2,2,520,0,45,0,0,1,1,0,1
591,10,2008,2008,420,5,5,4,6,1338,1722,5,1728,568,2296,2,5,10,1,4,3,2,3,842,382,274,0,1,0,0,1,1
592,5,1982,2003,0,3,3,1,6,816,816,5,816,0,816,1,3,4,0,0,1,3,2,816,0,0,0,0,0,0,0,1
593,6,2003,2003,170,4,4,3,6,685,848,5,848,0,848,1,4,4,0,0,5,3,2,420,140,0,0,0,1,1,0,1
594,5,1975,1975,0,3,4,1,1,0,924,3,924,0,924,1,3,5,0,0,1,1,1,280,0,0,0,0,0,0,0,0
595,8,2005,2006,238,4,4,4,6,1422,1814,5,1826,0,1826,2,4,7,1,3,5,3,3,758,180,75,0,0,1,0,0,1
596,6,1910,1993,0,3,3,1,1,0,684,5,684,684,1368,1,3,7,0,0,1,1,1,216,0,158,0,0,1,1,0,0
597,7,2006,2007,72,4,5,3,1,0,1258,5,1402,0,1402,0,4,7,1,4,5,3,3,648,120,16,0,0,1,1,0,1
598,5,1977,1977,459,3,4,2,5,1283,1430,5,1647,0,1647,2,4,7,1,3,5,3,2,621,0,0,0,0,0,0,0,0
599,6,1980,1980,0,3,4,1,2,81,716,3,716,840,1556,2,3,6,1,3,5,3,2,452,161,0,0,0,0,0,0,0
600,8,2005,2005,280,4,4,3,6,546,1058,5,1058,846,1904,2,5,8,1,4,3,3,2,736,179,60,0,1,1,1,0,1
601,6,1937,1950,0,3,3,1,1,0,780,3,780,595,1375,1,4,6,1,4,1,1,1,544,0,162,0,0,0,0,0,1
