Id,MSSubClass,A,LotFrontage,LotArea,Grvl,Grvl,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Flat,ClyTile,Exterior1st,Exterior2nd,BrkCmn,MasVnrArea,ExterQual,ExterCond,BrkTil,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Floor,HeatingQC,CentralAir,SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,None,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TenC
859,20,0,80,10400,0,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,0,0,HdBoard,HdBoard,0,189,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,1090,1090,0,TA,Y,1,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,0,0,6,2009,WD,Family,152000,0
860,60,0,NA,11029,0,0,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,0,0,HdBoard,HdBoard,0,220,TA,TA,0,TA,TA,Mn,BLQ,619,Unf,0,435,1054,0,TA,Y,1,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,NA,NA,0,0,8,2006,WD,Normal,250000,0
861,50,0,55,7642,0,0,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,0,0,Wd Sdng,Wd Sdng,0,0,Gd,TA,1,TA,TA,No,Unf,0,Unf,0,912,912,0,Gd,Y,1,912,514,0,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,NA,GdPrv,0,0,6,2007,WD,Normal,189950,0
862,190,0,75,11625,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,0,0,Plywood,HdBoard,0,0,TA,TA,0,TA,TA,Mn,BLQ,841,Unf,0,198,1039,0,Ex,Y,1,1039,0,0,1039,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1965,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,4,2010,WD,Normal,131500,0
863,20,0,81,9672,0,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,0,0,HdBoard,Plywood,0,0,TA,TA,0,Gd,TA,No,GLQ,338,Unf,0,702,1040,0,TA,Y,1,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1986,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,0,0,5,2010,WD,Normal,152000,0
864,20,0,70,7931,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,0,0,BrkFace,Plywood,0,0,TA,TA,0,TA,TA,No,BLQ,1148,Unf,0,0,1148,0,TA,Y,1,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,0,0,7,2009,WD,Normal,132500,0
865,20,0,72,8640,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Ex,TA,No,Unf,0,Unf,0,1372,1372,0,Ex,Y,1,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2008,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,NA,NA,0,0,5,2008,New,Partial,250580,0
866,20,0,NA,8750,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,0,0,MetalSd,MetalSd,0,76,TA,TA,0,TA,TA,No,BLQ,828,Unf,0,174,1002,0,TA,Y,1,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1973,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,0,0,8,2009,WD,Normal,148500,0
867,20,0,67,10656,0,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,0,0,VinylSd,VinylSd,0,274,Gd,TA,0,Gd,TA,Av,Unf,0,Unf,0,1638,1638,0,Ex,Y,1,1646,0,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,870,TA,TA,Y,192,80,0,0,0,0,NA,NA,0,0,11,2007,New,Partial,248900,0
868,20,0,85,6970,0,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,0,0,VinylSd,VinylSd,0,0,TA,TA,0,TA,TA,No,ALQ,932,Unf,0,108,1040,0,TA,Y,1,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,NA,Attchd,1961,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,NA,NA,0,400,5,2007,WD,Normal,129000,0
869,60,0,NA,14762,0,0,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,0,0,Plywood,Plywood,0,0,TA,TA,0,NA,NA,NA,NA,0,NA,0,0,0,0,Gd,Y,1,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979,Unf,2,672,TA,TA,P,120,144,0,0,0,0,NA,NA,0,0,5,2006,WD,Normal,169000,0
870,60,0,80,9938,0,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,0,0,MetalSd,MetalSd,0,246,Gd,TA,0,Gd,TA,No,GLQ,750,Unf,0,300,1050,0,Ex,Y,1,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,NA,GdPrv,0,0,6,2010,WD,Normal,236000,0
871,20,0,60,6600,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,894,894,0,Gd,N,1,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1962,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,8,2009,WD,Normal,109500,0
872,60,0,70,8750,0,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,0,0,VinylSd,VinylSd,0,116,TA,TA,0,Gd,TA,No,GLQ,505,Unf,0,299,804,0,Ex,Y,1,804,878,0,1682,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1998,RFn,2,523,TA,TA,Y,0,77,0,0,0,0,NA,NA,0,0,6,2010,WD,Normal,200500,0
873,20,0,74,8892,0,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,0,0,WdShing,Wd Shng,0,0,Gd,TA,0,TA,TA,Av,Unf,0,Unf,0,105,105,0,Gd,Y,1,910,0,0,910,0,0,1,0,3,1,Gd,5,Typ,0,NA,Attchd,1953,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,NA,GdWo,0,0,10,2008,WD,Normal,116000,0
874,40,0,60,12144,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,0,0,HdBoard,HdBoard,0,0,Gd,TA,0,TA,TA,No,Rec,375,Unf,0,457,832,0,Gd,Y,1,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,NA,NA,0,0,9,2009,WD,Normal,133000,0
875,50,0,52,5720,0,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,676,676,0,Ex,Y,1,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1941,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,NA,NA,0,0,8,2009,WD,Abnorml,66500,0
876,60,0,75,9000,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,0,0,CemntBd,CmentBd,0,0,Gd,TA,0,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,0,Ex,Y,1,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,NA,NA,0,0,8,2007,New,Partial,303477,0
877,20,0,94,25286,0,0,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,0,0,HdBoard,Plywood,0,0,TA,TA,0,TA,TA,Gd,ALQ,633,Unf,0,431,1064,0,Gd,Y,1,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1963,Unf,2,648,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,1,2007,WD,Normal,132250,0
878,60,0,74,8834,0,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,0,0,VinylSd,VinylSd,0,216,Gd,TA,0,Ex,TA,No,GLQ,1170,Unf,0,292,1462,0,Ex,Y,1,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,NA,NA,0,0,6,2009,WD,Normal,350000,0
879,85,0,88,11782,0,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,0,0,HdBoard,HdBoard,0,0,TA,TA,0,TA,TA,Av,ALQ,899,Unf,0,210,1109,0,TA,Y,1,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,NA,Detchd,1987,Unf,2,576,TA,TA,Y,192,0,0,0,0,0,NA,MnPrv,0,400,6,2010,WD,Normal,148000,0
880,20,0,NA,7000,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,0,0,VinylSd,VinylSd,0,90,Gd,Gd,0,TA,TA,No,ALQ,646,Unf,0,218,864,0,Ex,Y,1,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1978,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,0,0,7,2009,WD,Normal,136500,0
881,20,0,60,7024,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Ex,Gd,No,ALQ,980,Unf,0,110,1090,0,Gd,Y,1,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,NA,Attchd,2005,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,NA,NA,0,0,6,2007,WD,Normal,157000,0
882,50,0,44,13758,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,0,0,HdBoard,HdBoard,0,117,Gd,Gd,0,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,0,Ex,Y,1,1187,530,0,1717,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,2,400,TA,TA,Y,168,36,0,0,0,0,NA,NA,0,0,4,2007,WD,Normal,187500,0
883,60,0,NA,9636,0,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,808,808,0,Gd,Y,1,808,785,0,1593,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,NA,MnPrv,0,0,12,2009,WD,Normal,178000,0
884,75,0,60,6204,0,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,0,0,Wd Sdng,Wd Sdng,0,0,Gd,TA,0,TA,Fa,No,Unf,0,Unf,0,795,795,0,TA,N,1,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,NA,Detchd,1997,Unf,1,440,TA,Gd,Y,0,188,0,0,0,0,NA,NA,0,0,3,2006,WD,Normal,118500,0
885,20,0,65,7150,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,0,0,HdBoard,HdBoard,0,60,TA,TA,0,TA,TA,No,BLQ,432,Unf,0,460,892,0,TA,Y,1,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1967,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,0,0,7,2009,WD,Normal,100000,0
886,120,0,50,5119,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,0,0,MetalSd,MetalSd,0,60,Gd,TA,0,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,0,Ex,Y,1,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,NA,NA,0,0,1,2008,CWD,Abnorml,328900,0
887,90,0,70,8393,0,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,0,0,MetalSd,MetalSd,0,122,TA,TA,0,TA,TA,No,LwQ,528,Unf,0,1098,1626,0,Ex,Y,1,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,2005,Fin,2,588,TA,TA,Y,272,54,0,0,0,0,NA,NA,0,0,6,2006,WD,Family,145000,0
888,50,0,59,16466,0,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,0,0,MetalSd,MetalSd,0,0,TA,Gd,0,TA,TA,No,Unf,0,Unf,0,816,816,0,TA,Y,1,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,NA,Attchd,1955,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,NA,NA,0,0,4,2008,WD,Normal,135500,0
889,20,0,95,15865,0,0,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,1,0,Wd Sdng,Wd Sdng,0,0,Gd,Gd,0,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,0,Ex,Y,1,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,NA,NA,0,0,10,2007,WD,Normal,268000,0
890,20,0,128,12160,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,0,0,Wd Sdng,Wd Sdng,0,90,TA,TA,0,TA,TA,No,BLQ,1024,Unf,0,481,1505,0,Ex,Y,1,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,NA,NA,0,0,2,2009,WD,Normal,149500,0
891,50,0,60,8064,0,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,0,0,MetalSd,MetalSd,0,0,TA,Gd,0,TA,TA,Mn,Unf,0,Unf,0,672,672,0,Ex,Y,1,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,0,2000,7,2007,WD,Normal,122900,0
892,60,0,70,11184,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,0,0,HdBoard,HdBoard,0,92,TA,TA,0,TA,TA,No,LwQ,226,Rec,500,192,918,0,Gd,Y,1,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,NA,NA,0,0,7,2009,WD,Normal,172500,0
893,20,0,70,8414,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,0,0,HdBoard,HdBoard,0,0,TA,TA,0,TA,TA,No,GLQ,663,Unf,0,396,1059,0,TA,Y,1,1068,0,0,1068,0,1,1,0,3,1,TA,6,Typ,0,NA,Attchd,1963,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,NA,MnPrv,0,0,2,2006,WD,Normal,154500,0
894,20,0,NA,13284,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,0,0,Wd Sdng,Plywood,0,0,TA,TA,0,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,0,TA,Y,1,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,NA,GdPrv,0,0,6,2008,WD,Normal,165000,0
895,90,0,64,7018,0,0,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,0,0,Plywood,Plywood,0,0,TA,TA,0,NA,NA,NA,NA,0,NA,0,0,0,0,TA,Y,1,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2009,WD,Alloca,118858,0
896,60,0,71,7056,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,0,0,HdBoard,HdBoard,0,415,TA,TA,0,TA,TA,No,BLQ,400,Unf,0,380,780,0,TA,Y,1,983,813,0,1796,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,NA,NA,0,0,10,2008,WD,Normal,140000,0
897,30,0,50,8765,0,1,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,1,TA,TA,No,ALQ,285,Unf,0,666,951,0,Ex,N,1,951,0,0,951,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1936,Unf,1,327,TA,TA,Y,0,28,0,0,0,0,NA,NA,0,0,4,2006,WD,Abnorml,106500,0
898,90,0,64,7018,0,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,0,0,Plywood,Plywood,0,0,TA,TA,0,NA,NA,NA,NA,0,NA,0,0,0,0,TA,Y,1,1120,1120,0,2240,0,0,2,0,6,2,TA,12,Typ,0,NA,Detchd,1979,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,NA,NA,0,0,6,2009,WD,Alloca,142953,0
899,20,0,100,12919,0,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,0,0,VinylSd,VinylSd,0,760,Ex,TA,0,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,0,Ex,Y,1,2364,0,0,2364,1,0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009,Fin,3,820,TA,TA,Y,0,67,0,0,0,0,NA,NA,0,0,3,2010,New,Partial,611657,0
900,20,0,65,6993,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,0,0,HdBoard,Plywood,0,0,TA,TA,0,TA,TA,No,BLQ,465,Unf,0,447,912,0,TA,Y,1,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2006,WD,Normal,135000,0
901,20,0,NA,7340,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,0,0,HdBoard,HdBoard,0,0,TA,TA,0,TA,TA,No,ALQ,322,Unf,0,536,858,0,TA,Y,1,858,0,0,858,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1979,Unf,1,684,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2007,WD,Normal,110000,0
902,20,0,64,8712,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,0,0,MetalSd,MetalSd,0,0,TA,Gd,0,TA,TA,Mn,BLQ,860,Unf,0,132,992,0,TA,Y,1,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1968,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,5,2009,WD,Normal,153000,0
903,60,0,63,7875,0,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,783,783,0,Ex,Y,1,807,702,0,1509,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003,Fin,2,393,TA,TA,Y,0,75,0,0,0,0,NA,NA,0,0,7,2006,WD,Normal,180000,0
904,20,0,50,14859,0,0,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,0,0,VinylSd,VinylSd,0,27,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,1670,1670,0,Ex,Y,1,1670,0,0,1670,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,690,TA,TA,Y,144,60,0,0,0,0,NA,NA,0,0,8,2006,New,Partial,240000,0
905,20,0,NA,6173,0,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,0,0,HdBoard,Wd Sdng,0,75,TA,TA,0,TA,TA,No,GLQ,599,Unf,0,277,876,0,TA,Y,1,902,0,0,902,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1967,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,0,0,8,2007,WD,Normal,125500,0
906,20,0,80,9920,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,0,0,HdBoard,HdBoard,0,110,TA,TA,0,TA,TA,No,Rec,354,LwQ,290,412,1056,0,TA,Y,1,1063,0,0,1063,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1954,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,NA,MnPrv,0,0,2,2010,WD,Normal,128000,0
907,20,0,116,13501,0,0,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,0,0,VinylSd,VinylSd,0,208,Gd,TA,0,Gd,TA,No,GLQ,63,Unf,0,1560,1623,0,Ex,Y,1,1636,0,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,NA,NA,0,0,6,2007,WD,Normal,255000,0
908,50,0,86,11500,0,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,0,0,BrkFace,BrkFace,0,0,Gd,TA,0,Gd,TA,No,Rec,223,Unf,0,794,1017,0,Gd,Y,1,1020,1037,0,2057,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1936,Fin,1,180,Fa,TA,Y,0,0,0,0,322,0,NA,NA,0,0,6,2006,WD,Normal,250000,0
909,20,0,NA,8885,0,0,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,0,0,HdBoard,HdBoard,0,0,TA,TA,0,Gd,TA,Av,BLQ,301,ALQ,324,239,864,0,TA,Y,1,902,0,0,902,1,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1983,Unf,2,484,TA,TA,Y,164,0,0,0,0,0,NA,MnPrv,0,0,6,2006,WD,Normal,131000,0
910,60,0,149,12589,0,0,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,742,742,0,Ex,Y,1,742,742,0,1484,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,36,24,0,0,0,0,NA,NA,0,0,6,2009,WD,Normal,174000,0
911,90,0,80,11600,0,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,0,0,MetalSd,MetalSd,0,361,TA,TA,0,TA,TA,No,Rec,443,Unf,0,662,1105,0,TA,Y,0,1105,1169,0,2274,0,0,2,0,5,2,TA,12,Typ,0,NA,Detchd,1960,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,1,2010,WD,Normal,154300,0
912,20,0,NA,9286,0,0,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,0,0,HdBoard,Plywood,0,0,TA,TA,0,Gd,Gd,Av,ALQ,196,Unf,0,1072,1268,0,TA,Y,1,1268,0,0,1268,0,0,1,1,3,1,Gd,5,Typ,0,NA,Detchd,1978,Unf,1,252,TA,TA,Y,173,0,0,0,0,0,NA,NA,0,0,10,2009,WD,Normal,143500,0
913,30,0,51,6120,0,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,TA,No,Rec,489,Unf,0,279,768,0,TA,N,1,1015,0,0,1015,0,0,1,0,3,1,TA,6,Min1,0,NA,Detchd,1925,Unf,1,450,TA,TA,Y,0,0,112,0,120,0,NA,MnPrv,0,620,7,2006,WD,Abnorml,88000,0
914,90,0,82,6270,0,0,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,BLQ,284,Unf,0,717,1001,0,TA,N,0,1001,1001,0,2002,0,0,2,0,4,2,TA,8,Typ,0,NA,2Types,1949,Unf,3,871,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,8,2007,WD,Normal,145000,0
